"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Exchange"
"AWP","Alpine Global Premier Properties Fund",5.44,"$467.6M",2007,NA,NA,"NYSE"
"AWR","American States Water Company",38.9,"$1.42B",NA,"Public Utilities","Water Supply","NYSE"
"AXE","Anixter International Inc.",50.65,"$1.67B",NA,"Consumer Non-Durables","Telecommunications Equipment","NYSE"
"AXL","American Axle & Manufacturing Holdings, Inc.",14.26,"$1.09B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"AXLL","Axiall Corporation",21.82,"$1.54B",NA,"Basic Industries","Major Chemicals","NYSE"
"AXP","American Express Company",59.5,"$57.36B",NA,"Finance","Finance: Consumer Services","NYSE"
"AXR","AMREP Corporation",4.4568,"$35.92M",NA,"Consumer Services","Newspapers/Magazines","NYSE"
"AXS","Axis Capital Holdings Limited",54.08,"$5.13B",2003,"Finance","Property-Casualty Insurers","NYSE"
"AXS-PC","Axis Capital Holdings Limited",25.8176,NA,NA,NA,NA,"NYSE"
"AXS-PD","Axis Capital Holdings Limited",25.27,NA,NA,NA,NA,"NYSE"
"AXTA","Axalta Coating Systems Ltd.",28.8,"$6.86B",2014,"Basic Industries","Paints/Coatings","NYSE"
"AYI","Acuity Brands Inc",250.12,"$10.95B",NA,"Consumer Durables","Building Products","NYSE"
"AYR","Aircastle Limited",21.02,"$1.65B",2006,"Technology","Diversified Commercial Services","NYSE"
"AZN","Astrazeneca PLC",29.45,"$74.46B",NA,"Health Care","Major Pharmaceuticals","NYSE"
"AZO","AutoZone, Inc.",783.93,"$23.41B",NA,"Consumer Services","Other Specialty Stores","NYSE"
"AZUR","Azure Midstream Partners, LP",1.08,"$23.53M",NA,"Public Utilities","Natural Gas Distribution","NYSE"
"AZZ","AZZ Inc.",55.36,"$1.43B",NA,"Consumer Durables","Building Products","NYSE"
"B","Barnes Group, Inc.",35.48,"$1.91B",NA,"Capital Goods","Metal Fabrications","NYSE"
"BA","Boeing Company (The)",127.88,"$84.72B",NA,"Capital Goods","Aerospace","NYSE"
"BABA","Alibaba Group Holding Limited",77.47,"$193.33B",2014,"Miscellaneous","Business Services","NYSE"
"BAC","Bank of America Corporation",12.88,"$132.99B",NA,"Finance","Major Banks","NYSE"
"BAC-PC","Bank of America Corporation",26.29,NA,NA,NA,NA,"NYSE"
"BAC-PD","Bank of America Corporation",25.84,NA,NA,NA,NA,"NYSE"
"BAC-PE","Bank of America Corporation",21.89,NA,NA,NA,NA,"NYSE"
"BAC-PI","Bank of America Corporation",26.24,NA,NA,NA,NA,"NYSE"
"BAC-PL","Bank of America Corporation",1138,NA,NA,NA,NA,"NYSE"
"BAC-PW","Bank of America Corporation",26.79,NA,NA,"Finance","Major Banks","NYSE"
"BAC-PY","Bank of America Corporation",26.32,NA,NA,"Finance","Major Banks","NYSE"
"BAC-PZ","Bank of America Corporation",25.58,NA,NA,NA,NA,"NYSE"
"BAC.WS.A","Bank of America Corporation",NA,NA,NA,NA,NA,"NYSE"
"BAC.WS.B","Bank of America Corporation",NA,NA,NA,NA,NA,"NYSE"
"BAF","BlackRock Income Investment Quality Trust",15.6,"$136.49M",2002,NA,NA,"NYSE"
"BAH","Booz Allen Hamilton Holding Corporation",29.59,"$4.4B",2010,"Consumer Services","Professional Services","NYSE"
"BAK","Braskem S.A.",12.86,"$5.13B",NA,"Basic Industries","Major Chemicals","NYSE"
"BAM","Brookfield Asset Management Inc",33.19,"$32.75B",NA,"Consumer Services","Building operators","NYSE"
"BANC","Banc of California, Inc.",17.31,"$664.41M",NA,"Finance","Major Banks","NYSE"
"BANC-PC","Banc of California, Inc.",26.8108,NA,NA,NA,NA,"NYSE"
"BANC-PD","Banc of California, Inc.",25.91,NA,NA,NA,NA,"NYSE"
"BANC-PE","Banc of California, Inc.",25.85,NA,NA,NA,NA,"NYSE"
"BAP","Credicorp Ltd.",125.62,"$10.02B",NA,"Finance","Commercial Banks","NYSE"
"BAS","Basic Energy Services, Inc.",2.36,"$99.58M",2005,"Energy","Oilfield Services/Equipment","NYSE"
"BAX","Baxter International Inc.",41.84,"$22.92B",NA,"Health Care","Medical/Dental Instruments","NYSE"
"BBD","Banco Bradesco Sa",7.55,"$38.07B",NA,"Finance","Major Banks","NYSE"
"BBDO","Banco Bradesco Sa",8.52,"$42.97B",NA,"Finance","Major Banks","NYSE"
"BBF","BlackRock Municipal Income Investment Trust",15.55,"$104.26M",NA,NA,NA,"NYSE"
"BBG","Bill Barrett Corporation",6.41,"$319.57M",2004,"Energy","Oil & Gas Production","NYSE"
"BBK","Blackrock Municipal Bond Trust",17.19,"$180.68M",2002,NA,NA,"NYSE"
"BBL","BHP Billiton plc",21.53,"$57.28B",NA,"Energy","Coal Mining","NYSE"
"BBN","BalckRock Taxable Municipal Bond Trust",23.17,"$1.32B",2010,NA,NA,"NYSE"
"BBT","BB&T Corporation",32.49,"$25.36B",NA,"Finance","Major Banks","NYSE"
"BBT-PD","BB&T Corporation",25.92,NA,NA,NA,NA,"NYSE"
"BBT-PE","BB&T Corporation",25.4,NA,NA,NA,NA,"NYSE"
"BBT-PF","BB&T Corporation",25.12,NA,NA,NA,NA,"NYSE"
"BBT-PG","BB&T Corporation",25.19,NA,NA,NA,NA,"NYSE"
"BBT-PH","BB&T Corporation",25.2,NA,NA,NA,NA,"NYSE"
"BBVA","Banco Bilbao Viscaya Argentaria S.A.",6.18,"$39.35B",NA,"Finance","Commercial Banks","NYSE"
"BBW","Build-A-Bear Workshop, Inc.",12.35,"$195.5M",2004,"Consumer Services","Recreational Products/Toys","NYSE"
"BBX","BBX Capital Corporation",15.3,"$250.83M",NA,"Finance","Savings Institutions","NYSE"
"BBY","Best Buy Co., Inc.",30.11,"$9.74B",NA,"Consumer Services","Consumer Electronics/Video Chains","NYSE"
"BC","Brunswick Corporation",46.37,"$4.22B",NA,"Energy","Industrial Machinery/Components","NYSE"
"BCC","Boise Cascade, L.L.C.",21.15,"$820.17M",2013,"Consumer Services","RETAIL: Building Materials","NYSE"
"BCE","BCE, Inc.",46.01,"$39.94B",NA,"Public Utilities","Telecommunications Equipment","NYSE"
"BCEI","Bonanza Creek Energy, Inc.",1.52,"$75.61M",2011,"Energy","Oil & Gas Production","NYSE"
"BCH","Banco De Chile",63.59,"$10.19B",NA,"Finance","Commercial Banks","NYSE"
"BCO","Brink&#39;s Company (The)",32.83,"$1.61B",NA,"Transportation","Oil Refining/Marketing","NYSE"
"BCR","C.R. Bard, Inc.",203.2,"$14.98B",NA,"Health Care","Medical/Dental Instruments","NYSE"
"BCRH","Blue Capital Reinsurance Holdings Ltd.",17.65,"$154.48M",2013,"Finance","Property-Casualty Insurers","NYSE"
"BCS","Barclays PLC",8.47,"$35.58B",NA,"Finance","Commercial Banks","NYSE"
"BCS-P","Barclays PLC",25.27,NA,NA,NA,NA,"NYSE"
"BCS-PA","Barclays PLC",25.27,NA,NA,NA,NA,"NYSE"
"BCS-PC","Barclays PLC",25.54,NA,NA,NA,NA,"NYSE"
"BCS-PD","Barclays PLC",25.59,NA,NA,NA,NA,"NYSE"
"BCX","BlackRock Resources",7.08,"$329.75M",2011,NA,NA,"NYSE"
"BDC","Belden Inc",61.74,"$2.59B",NA,"Basic Industries","Telecommunications Equipment","NYSE"
"BDJ","Blackrock Enhanced Equity Dividend Trust",7.46,"$1.34B",2005,NA,NA,"NYSE"
"BDN","Brandywine Realty Trust",13.87,"$2.42B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE"
"BDN-PE","Brandywine Realty Tr",26.26,NA,NA,NA,NA,"NYSE"
"BDX","Becton, Dickinson and Company",154.64,"$32.76B",NA,"Health Care","Medical/Dental Instruments","NYSE"
"BEL","Belmond Ltd.",8.91,"$1.06B",NA,"Consumer Services","Hotels/Resorts","NYSE"
"BEN","Franklin Resources, Inc.",37.24,"$22.07B",NA,"Finance","Investment Managers","NYSE"
"BEP","Brookfield Renewable Powerr Fund",29.52,"$4.23B",NA,"Public Utilities","Electric Utilities: Central","NYSE"
"BERY","BPC Acquisition Corp",35.37,"$4.26B",2012,"Consumer Non-Durables","Plastic Products","NYSE"
"BETR","Amplify Snack Brands, inc.",14.41,"$1.08B",2015,"Consumer Non-Durables","Packaged Foods","NYSE"
"BF.A","Brown Forman Corporation",NA,NA,NA,NA,NA,"NYSE"
"BF.B","Brown Forman Corporation",NA,NA,NA,NA,NA,"NYSE"
"BFAM","Bright Horizons Family Solutions Inc.",64.15,"$3.83B",2013,"Miscellaneous","Other Consumer Services","NYSE"
"BFK","BlackRock Municipal Income Trust",15.56,"$696.07M",NA,NA,NA,"NYSE"
"BFO","Blackrock Florida Municipal 2020 Term Trust",15.2,"$84.54M",2003,NA,NA,"NYSE"
"BFR","BBVA Banco Frances S.A.",18.79,"$3.36B",NA,"Finance","Commercial Banks","NYSE"
"BFS","Saul Centers, Inc.",52.94,"$1.12B",1993,"Consumer Services","Real Estate Investment Trusts","NYSE"
"BFS-PC","Saul Centers, Inc.",26.4851,NA,NA,NA,NA,"NYSE"
"BFZ","BlackRock California Municipal Income Trust",16.22,"$517M",2001,NA,NA,"NYSE"
"BG","Bunge Limited",56.25,"$7.93B",2001,"Consumer Non-Durables","Packaged Foods","NYSE"
"BGB","Blackstone / GSO Strategic Credit Fund",13.63,"$608.78M",2012,NA,NA,"NYSE"
"BGC","General Cable Corporation",12.22,"$599.88M",1997,"Basic Industries","Telecommunications Equipment","NYSE"
"BGCA","BGC Partners, Inc.",26.27,NA,2012,"Finance","Investment Bankers/Brokers/Service","NYSE"
"BGE-PB","Baltimore Gas & Electric Company",26.1,NA,NA,NA,NA,"NYSE"
"BGG","Briggs & Stratton Corporation",22.72,"$980.33M",NA,"Energy","Industrial Machinery/Components","NYSE"
"BGH","Babson Capital Global Short Duration High Yield Fund",16.66,"$334.16M",2012,NA,NA,"NYSE"
"BGR","BlackRock Energy and Resources Trust",12.93,"$384.88M",2004,NA,NA,"NYSE"
"BGS","B&G Foods, Inc.",32.71,"$1.9B",NA,"Consumer Non-Durables","Packaged Foods","NYSE"
"BGT","Blackrock Global",12.55,"$296.92M",2004,NA,NA,"NYSE"
"BGX","Blackstone GSO Long Short Credit Income Fund",13.63,"$173.13M",2011,NA,NA,"NYSE"
"BGY","BLACKROCK INTERNATIONAL, LTD.",5.8,"$637.94M",2007,NA,NA,"NYSE"
"BH","Biglari Holdings Inc.",370,"$764.74M",NA,"Consumer Services","Restaurants","NYSE"
"BHE","Benchmark Electronics, Inc.",22.09,"$1.1B",NA,"Technology","Electrical Products","NYSE"
"BHI","Baker Hughes Incorporated",43.11,"$18.88B",NA,"Energy","Metal Fabrications","NYSE"
"BHK","Blackrock Core Bond Trust",13.5,"$365.06M",2001,NA,NA,"NYSE"
"BHL","Blackrock Defined Opportunity Credit Trust",13.07,"$118.21M",2008,NA,NA,"NYSE"
"BHLB","Berkshire Hills Bancorp, Inc.",26.26,"$816.13M",NA,"Finance","Banks","NYSE"
"BHP","BHP Billiton Limited",24.77,"$39.78B",NA,"Basic Industries","Precious Metals","NYSE"
"BID","Sotheby&#39;s",25.76,"$1.6B",1988,"Miscellaneous","Business Services","NYSE"
"BIE","Blackrock Municipal Bond Investment Trust",16.05,"$53.59M",2002,NA,NA,"NYSE"
"BIF","USLIFE Income Fund, Inc.",7.76,"$197.85M",NA,NA,NA,"NYSE"
"BIG","Big Lots, Inc.",44.52,"$2.21B",NA,"Consumer Services","Department/Specialty Retail Stores","NYSE"
"BIN","Progressive Waste Solutions Ltd.",30.51,"$3.33B",NA,"Public Utilities","Environmental Services","NYSE"
"BIO","Bio-Rad Laboratories, Inc.",136.55,"$4.01B",NA,"Capital Goods","Biotechnology: Laboratory Analytical Instruments","NYSE"
"BIO.B","Bio-Rad Laboratories, Inc.",NA,NA,NA,NA,NA,"NYSE"
"BIOA","BioAmber Inc.",4.11,"$118.29M",2013,"Basic Industries","Major Chemicals","NYSE"
"BIOA.WS","BioAmber Inc.",NA,NA,NA,NA,NA,"NYSE"
"BIP","Brookfield Infrastructure Partners LP",40.64,"$6.59B",NA,"Consumer Services","Marine Transportation","NYSE"
"BIT","BlackRock Multi-Sector Income Trust",15.69,NA,2013,NA,NA,"NYSE"
"BITA","Bitauto Holdings Limited",26.8,"$1.7B",2010,"Technology","EDP Services","NYSE"
"BJZ","Blackrock California Municipal 2018 Term Trust",15.14,"$97.4M",2001,NA,NA,"NYSE"
"BK","Bank Of New York Mellon Corporation (The)",35.49,"$38.18B",NA,"Finance","Major Banks","NYSE"
"BK-PC","Bank Of New York Mellon Corporation (The)",25.49,NA,NA,NA,NA,"NYSE"
"BKD","Brookdale Senior Living Inc.",17.02,"$3.15B",2005,"Health Care","Hospital/Nursing Management","NYSE"
"BKE","Buckle, Inc. (The)",28.82,"$1.4B",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NYSE"
"BKFS","Black Knight Financial Services, Inc.",29.87,"$4.6B",2015,"Technology","Computer Software: Prepackaged Software","NYSE"
"BKH","Black Hills Corporation",58.75,"$3.01B",NA,"Public Utilities","Electric Utilities: Central","NYSE"
"BKHU","Black Hills Corporation",66.66,NA,2015,"Public Utilities","Electric Utilities: Central","NYSE"
"BKK","Blackrock Municipal 2020 Term Trust",16.16,"$327.02M",2003,NA,NA,"NYSE"
"BKN","BlackRock Investment Quality Municipal Trust Inc. (The)",16.72,"$286.85M",1993,NA,NA,"NYSE"
"BKS","Barnes & Noble, Inc.",11.76,"$878.4M",NA,"Consumer Services","Other Specialty Stores","NYSE"
"BKT","BlackRock Income Trust Inc. (The)",6.65,"$425.22M",NA,NA,NA,"NYSE"
"BKU","BankUnited, Inc.",33.38,"$3.48B",2011,"Finance","Savings Institutions","NYSE"
"BLD","TopBuild Corp.",31.53,"$1.19B",2015,"Basic Industries","Engineering & Construction","NYSE"
"BLH","Blackrock New York Municipal 2018 Term Trust",15.01,"$54.53M",2001,NA,NA,"NYSE"
"BLK","BlackRock, Inc.",331.6,"$55.07B",1999,"Finance","Investment Bankers/Brokers/Service","NYSE"
"BLL","Ball Corporation",70.8,"$10.03B",NA,"Consumer Durables","Containers/Packaging","NYSE"
"BLOX","Infoblox Inc.",14.8,"$856.18M",2012,"Technology","EDP Services","NYSE"
"BLT","Blount International, Inc.",9.98,"$481.54M",NA,"Capital Goods","Industrial Machinery/Components","NYSE"
"BLW","Citigroup Inc.",14.89,"$550.91M",2003,"Finance","Major Banks","NYSE"
"BLX","Banco Latinoamericano de Comercio Exterior, S.A.",22.16,"$863.55M",1992,"Finance","Commercial Banks","NYSE"
"BMA","Macro Bank Inc.",59.46,"$3.48B",NA,"Finance","Commercial Banks","NYSE"
"BME","Blackrock Health Sciences Trust",37.3,"$288.59M",2005,NA,NA,"NYSE"
"BMI","Badger Meter, Inc.",65.06,"$944.82M",NA,"Capital Goods","Industrial Machinery/Components","NYSE"
"BML-PG","Bank of America Corporation",18.2399,NA,NA,NA,NA,"NYSE"
"BML-PH","Bank of America Corporation",18.27,NA,NA,NA,NA,"NYSE"
"BML-PI","Bank of America Corporation",25.63,NA,NA,NA,NA,"NYSE"
"BML-PJ","Bank of America Corporation",21.931,NA,NA,NA,NA,"NYSE"
"BML-PL","Bank of America Corporation",21.14,NA,NA,NA,NA,"NYSE"
"BMO","Bank Of Montreal",60.28,"$38.78B",NA,"Finance","Commercial Banks","NYSE"
"BMS","Bemis Company, Inc.",51.02,"$4.83B",NA,"Consumer Durables","Containers/Packaging","NYSE"
"BMY","Bristol-Myers Squibb Company",66.07,"$110.3B",NA,"Health Care","Major Pharmaceuticals","NYSE"
"BNED","Barnes & Noble Education, Inc",8.83,"$418.56M",2015,"Consumer Services","Other Specialty Stores","NYSE"
"BNJ","BlackRock New Jersey Municipal Income Trust",16.32,"$124.96M",NA,NA,NA,"NYSE"
"BNK","C1 Financial, Inc.",24.27,"$390.77M",2014,"Finance","Major Banks","NYSE"
"BNS","Bank of Nova Scotia (The)",47.6,"$57.23B",NA,"Finance","Major Banks","NYSE"
"BNY","BlackRock New York Investment Quality Municipal Trust Inc. (Th",15.87,"$204.9M",NA,NA,NA,"NYSE"
"BOCA.CL","Banc of California, Inc.",NA,NA,NA,NA,NA,"NYSE"
"BOE","Blackrock Global",11.71,"$813.65M",2005,NA,NA,"NYSE"
"BOH","Bank of Hawaii Corporation",65.57,"$2.83B",NA,"Finance","Major Banks","NYSE"
"BOI","Brookfield Mortgage Opportunity Income Fund Inc.",14.66,NA,2013,NA,NA,"NYSE"
"BOOT","Boot Barn Holdings, Inc.",6.75,"$177.86M",2014,"Consumer Services","Clothing/Shoe/Accessory Stores","NYSE"
"BORN","China New Borun Corporation",1.61,"$41.42M",2010,"Consumer Non-Durables","Beverages (Production/Distribution)","NYSE"
"BOX","Box, Inc.",12.04,"$1.5B",2015,"Technology","Computer Software: Prepackaged Software","NYSE"
"BOXC","Brookfield Canada Office Properties",21.61,"$567.43M",NA,"Consumer Services","Real Estate Investment Trusts","NYSE"
"BP","BP p.l.c.",30.15,"$101.05B",NA,"Energy","Integrated oil Companies","NYSE"
"BPI","Bridgepoint Education, Inc.",9.53,"$437.97M",2009,"Consumer Services","Other Consumer Services","NYSE"
"BPK","Blackrock Municipal 2018 Term Trust",15.39,"$244.82M",2001,NA,NA,"NYSE"
"BPL","Buckeye Partners L.P.",66.22,"$8.59B",1986,"Energy","Natural Gas Distribution","NYSE"
"BPT","BP Prudhoe Bay Royalty Trust",12.6,"$269.64M",NA,"Energy","Integrated oil Companies","NYSE"
"BPY","Brookfield Property Partners L.P.",22.77,"$5.95B",NA,"Finance","Real Estate","NYSE"
"BQH","Blackrock New York Municipal Bond Trust",15.65,"$43.82M",2002,NA,NA,"NYSE"
"BR","Broadridge Financial Solutions, Inc.",58.91,"$7B",NA,"Miscellaneous","Business Services","NYSE"
"BRC","Brady Corporation",26.83,"$1.35B",NA,"Consumer Durables","Miscellaneous manufacturing industries","NYSE"
"BRFS","BRF S.A.",13.76,"$12.01B",NA,"Consumer Non-Durables","Meat/Poultry/Fish","NYSE"
"BRK.A","Berkshire Hathaway Inc.",NA,NA,NA,NA,NA,"NYSE"
"BRK.B","Berkshire Hathaway Inc.",NA,NA,NA,NA,NA,"NYSE"
"BRO","Brown & Brown, Inc.",34.64,"$4.8B",NA,"Finance","Specialty Insurers","NYSE"
"BRS","Bristow Group Inc",18.51,"$646.96M",NA,"Transportation","Transportation Services","NYSE"
"BRSS","Global Brass and Copper Holdings, Inc.",23.75,"$510.38M",2013,"Capital Goods","Metal Fabrications","NYSE"
"BRT","BRT Realty Trust",7.06,"$100.55M",NA,"Consumer Services","Real Estate Investment Trusts","NYSE"
"BRX","Brixmor Property Group Inc.",25.33,"$7.58B",2013,"Consumer Services","Real Estate Investment Trusts","NYSE"
"BSAC","Banco Santander Chile",19.44,"$9.16B",NA,"Finance","Commercial Banks","NYSE"
"BSBR","Banco Santander Brasil SA",4.62,"$34.8B",2009,"Finance","Commercial Banks","NYSE"
"BSD","BlackRock Strategic Municipal Trust Inc. (The)",14.72,"$107.53M",1999,NA,NA,"NYSE"
"BSE","Blackrock New York Municipal Income Quality Trust",14.4599,"$94.27M",2002,NA,NA,"NYSE"
"BSI","Alon Blue Square Israel Ltd.",3.0399,"$20.11M",NA,NA,NA,"NYSE"
"BSL","Blackstone GSO Senior Floating Rate Term Fund",15.14,"$230.35M",2010,NA,NA,"NYSE"
"BSM","Black Stone Minerals, L.P.",14.65,"$2.81B",2015,"Energy","Oil & Gas Production","NYSE"
"BSMX","Grupo Financiero Santander Mexico S.A. B. de C.V.",8.36,"$11.33B",2012,"Finance","Commercial Banks","NYSE"
"BST","BlackRock Science and Technology Trust",16.16,NA,2014,NA,NA,"NYSE"
"BSX","Boston Scientific Corporation",19.31,"$26.04B",NA,"Health Care","Medical/Dental Instruments","NYSE"
"BT","BT Group plc",31.33,"$52.47B",NA,"Public Utilities","Telecommunications Equipment","NYSE"
"BTA","BlackRock Long-Term Municipal Advantage Trust",12.16,"$163.21M",2006,NA,NA,"NYSE"
"BTE","Baytex Energy Corp",4.03,"$849.08M",NA,"Energy","Oil & Gas Production","NYSE"
"BTO","John Hancock Financial Opportunities Fund",23.14,"$428.75M",1994,NA,NA,"NYSE"
"BTT","BlackRock Municipal Target Term Trust Inc. (The)",23.08,"$1.63B",2012,NA,NA,"NYSE"
"BTU","Peabody Energy Corporation",2.12,"$39.3M",2001,"Energy","Coal Mining","NYSE"
"BTZ","BlackRock Credit Allocation Income Trust",12.61,"$1.36B",2006,NA,NA,"NYSE"
"BUD","Anheuser-Busch Inbev SA",121.62,"$195.59B",NA,"Consumer Non-Durables","Beverages (Production/Distribution)","NYSE"
"BUI","BlackRock Utility and Infrastructure Trust",17.7,"$299.25M",2011,NA,NA,"NYSE"
"BURL","Burlington Stores, Inc.",54.58,"$3.93B",2013,"Consumer Services","Department/Specialty Retail Stores","NYSE"
"BVN","Buenaventura Mining Company Inc.",7.86,"$2B",1996,"Basic Industries","Precious Metals","NYSE"
"BW","Babcock",21.37,"$1.11B",2015,"Capital Goods","Building Products","NYSE"
"BWA","BorgWarner Inc.",34.18,"$7.47B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE"
"BWG","Legg Mason BW Global Income Opportunities Fund Inc.",12.36,"$260.51M",2012,NA,NA,"NYSE"
"BWP","Boardwalk Pipeline Partners L.P.",14.98,"$3.75B",2005,"Public Utilities","Natural Gas Distribution","NYSE"
"BWXT","BWX Technologies, Inc.",32.36,"$3.39B",NA,"Energy","Industrial Machinery/Components","NYSE"
"BX","The Blackstone Group L.P.",26.67,"$31.76B",2007,"Finance","Investment Managers","NYSE"
"BXC","BlueLinx Holdings Inc.",0.72,"$64.84M",2004,"Capital Goods","Wholesale Distributors","NYSE"
"BXE","Bellatrix Exploration Ltd",0.9933,"$190.68M",NA,"Energy","Oil & Gas Production","NYSE"
"BXLT","Baxalta Incorporated",40.26,"$27.43B",2015,"Health Care","Major Pharmaceuticals","NYSE"
"BXMT","Capital Trust, Inc.",26.43,"$2.48B",NA,"Consumer Services","Real Estate Investment Trusts","NYSE"
"BXMX","Nuveen S&P 500 Buy-Write Income Fund",12.81,"$492.74M",NA,NA,NA,"NYSE"
"BXP","Boston Properties, Inc.",127.12,"$19.52B",1997,"Consumer Services","Real Estate Investment Trusts","NYSE"
"BXP-PB","Boston Properties, Inc.",25.28,NA,NA,NA,NA,"NYSE"
"BXS","BancorpSouth, Inc.",20.51,"$1.93B",NA,"Finance","Major Banks","NYSE"
"BYD","Boyd Gaming Corporation",21.2,"$2.37B",1993,"Consumer Services","Hotels/Resorts","NYSE"
"BYM","Blackrock Municipal Income Quality Trust",15.23,"$402.17M",2002,NA,NA,"NYSE"
"BZH","Beazer Homes USA, Inc.",8.83,"$292.21M",1994,"Capital Goods","Homebuilding","NYSE"
"C","Citigroup Inc.",40.47,"$119.31B",NA,"Finance","Major Banks","NYSE"
"C-PC","Citigroup Inc.",25.45,NA,NA,NA,NA,"NYSE"
"C-PJ","Citigroup Inc.",27.25,NA,NA,NA,NA,"NYSE"
"C-PK","Citigroup Inc.",27.33,NA,NA,"Finance","Major Banks","NYSE"
"C-PL","Citigroup Inc.",26.98,NA,NA,NA,NA,"NYSE"
"C-PN","Citigroup Inc.",26.11,NA,NA,"Finance","Major Banks","NYSE"
"C-PP","Citigroup Inc.",28.07,NA,NA,NA,NA,"NYSE"
"C-PS","Citigroup Inc.",25.96,NA,NA,NA,NA,"NYSE"
"C.WS.A","Citigroup Inc.",NA,NA,NA,NA,NA,"NYSE"
"CAA","CalAtlantic Group, Inc.",33.9,"$4.11B",NA,"Capital Goods","Homebuilding","NYSE"
"CAB","Cabela&#39;s Inc",48.15,"$3.27B",2004,"Consumer Services","Other Specialty Stores","NYSE"
"CABO","Cable One, Inc.",441.03,"$2.55B",2015,"Consumer Services","Television Services","NYSE"
"CACI","CACI International, Inc.",105.11,"$2.55B",NA,"Technology","EDP Services","NYSE"
"CAE","CAE Inc",11.29,"$3.04B",NA,"Miscellaneous","Industrial Machinery/Components","NYSE"
"CAF","Morgan Stanley China A Share Fund Inc.",16.97,"$371.33M",2006,NA,NA,"NYSE"
"CAG","ConAgra Foods, Inc.",46.14,"$20.03B",NA,"Consumer Non-Durables","Packaged Foods","NYSE"
"CAH","Cardinal Health, Inc.",83,"$27.33B",NA,"Health Care","Other Pharmaceuticals","NYSE"
